HouseID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,house_value
13280,-117.65,34.1,44,2808,585,1444,550,139300
13281,-117.68,34.08,21,5662,1185,3067,1055,137300
13282,-117.68,34.08,28,2459,492,1230,498,137200
13283,-117.67,34.07,29,1840,388,1278,368,123400
13284,-117.68,34.07,24,2626,692,2204,647,135000
13285,-117.68,34.07,32,1775,314,1067,302,121300
13286,-117.65,34.08,35,2621,391,1074,391,166400
13287,-117.65,34.08,38,2750,572,1410,483,144900
13288,-117.66,34.07,37,2454,511,1165,504,139600
13289,-117.66,34.06,24,4043,952,2174,859,114900
13290,-117.66,34.07,36,2072,408,964,395,137000
13291,-117.66,34.07,33,2081,409,1008,375,138100
13292,-117.66,34.08,36,1485,236,623,261,141000
13293,-117.66,34.08,33,3659,590,1773,615,157200
13294,-117.64,34.08,37,2576,468,1284,428,130400
13295,-117.64,34.07,43,1970,379,1036,391,122800
13296,-117.65,34.08,52,2264,439,1031,437,144300
13297,-117.65,34.08,40,1609,258,624,242,158200
13298,-117.64,34.08,35,1254,241,729,253,118000
13299,-117.64,34.08,33,1987,455,1369,475,122600
13300,-117.63,34.08,38,1810,371,1257,354,111700
13301,-117.63,34.07,39,2650,511,1537,495,106700
13302,-117.62,34.07,15,4061,811,2884,734,127000
13303,-117.62,34.08,30,1372,235,1047,225,116300
13304,-117.63,34.09,19,3490,816,2818,688,126200
13305,-117.62,34.09,26,3271,595,2259,566,132000
13306,-117.62,34.08,22,2626,631,1678,557,111800
13307,-117.62,34.08,24,2801,554,2064,529,136000
13308,-117.61,34.08,20,3550,736,2229,681,128800
13309,-117.61,34.09,23,1945,362,1483,383,135500
13310,-117.61,34.09,11,2000,391,1503,426,144000
13311,-117.61,34.08,12,4427,,2400,843,158700
13312,-117.6,34.08,15,2700,460,1432,449,159800
13313,-117.65,34.07,35,2501,651,1182,591,113200
13314,-117.65,34.07,52,1041,252,558,231,117200
13315,-117.65,34.06,41,465,130,349,138,112500
13316,-117.62,34.07,16,6009,1599,5110,1389,128900
13317,-117.64,34.07,30,2787,713,2647,693,98100
13318,-117.64,34.07,38,2450,544,1823,536,111200
13319,-117.64,34.07,52,1644,372,1269,355,108300
13320,-117.67,34.06,26,1592,429,1182,365,110400
13321,-117.66,34.06,39,1405,339,1489,336,91800
13322,-117.65,34.06,41,1171,334,1479,334,90500
13323,-117.64,34.06,43,763,219,851,198,79200
13324,-117.64,34.06,50,637,143,590,147,85700
13325,-117.63,34.06,39,1210,310,1294,303,88300
13326,-117.66,34.05,36,2341,520,2138,523,104000
13327,-117.66,34.05,33,960,216,831,222,108600
13328,-117.66,34.05,6,5129,1119,2533,949,113600
13329,-117.67,34.04,16,3260,501,1973,535,162000
13330,-117.66,34.04,16,2081,348,1332,356,147600
13331,-117.66,34.05,14,2644,525,2021,511,147500
13332,-117.65,34.04,15,3393,,2039,611,151000
13333,-117.66,34.04,10,3657,695,2079,663,159900
13334,-117.67,34.05,6,2833,628,1717,589,167500
13335,-117.67,34.04,13,2295,374,1284,378,194300
13336,-117.67,34.04,13,1543,,776,358,99700
13337,-117.68,34.04,27,574,103,321,103,186500
13338,-117.65,34.02,9,2107,411,1138,389,159100
13339,-117.66,34.03,14,2137,345,1151,352,185500
13340,-117.67,34.02,16,3042,524,1516,475,178500
13341,-117.66,34.02,11,3358,504,1690,482,207900
13342,-117.65,34.03,15,4420,903,2373,858,149100
13343,-117.65,34.04,28,2360,607,2623,592,100000
13344,-117.64,34.05,32,1129,251,1378,268,96900
13345,-117.64,34.05,27,1407,362,1684,350,95700
13346,-117.64,34.03,11,2050,382,1044,371,137000
13347,-117.64,34.04,21,1801,507,2556,484,102500
13348,-117.64,34.03,10,3194,579,2088,549,159100
13349,-117.64,34.02,10,4887,930,2637,831,158000
13350,-117.63,34.02,13,4864,729,2780,723,175400
13351,-117.62,34.02,9,4265,587,2280,589,195100
13352,-117.62,34.03,15,3942,661,2240,621,176000
13353,-117.62,34.02,16,2040,325,1207,324,164100
13354,-117.61,34.02,15,1791,346,1219,328,170300
13355,-117.6,34.02,16,2103,348,1305,356,160400
13356,-117.6,34.03,16,1499,232,918,239,175400
13357,-117.62,34.05,33,883,211,1007,210,103600
13358,-117.61,34.04,8,4116,766,1785,745,150200
13359,-117.66,34.02,12,5616,871,3019,782,202300
13360,-117.64,34.02,6,248,47,119,42,416700
13361,-117.61,34.01,25,352,41,99,34,500000
13362,-117.61,34.02,8,63,9,25,7,275000
13363,-117.64,33.99,29,1005,152,513,149,181300
13364,-117.66,34,5,1387,236,855,270,201100
13365,-117.6,33.98,26,1225,199,717,204,225000
13366,-117.63,33.94,36,447,95,2886,85,183300
13367,-117.58,34,2,7544,1516,2801,1001,245200
13368,-117.57,34.15,3,12806,2219,4249,1499,343100
13369,-117.57,34.13,5,6135,879,2795,781,225200
13370,-117.54,34.12,4,17577,2819,7766,2473,181800
13371,-117.54,34.11,16,2114,374,1463,399,131500
13372,-117.51,34.14,21,2455,381,1094,327,191700
13373,-117.5,34.12,2,11965,1802,4436,1296,191700
13374,-117.51,34.16,2,718,98,119,50,315000
13375,-117.55,34.14,3,5710,919,2874,886,206300
13376,-117.59,34.16,10,9467,1181,3819,1122,361400
13377,-117.58,34.14,7,11818,1745,5499,1600,231700
13378,-117.62,34.15,16,13556,1704,5669,1668,311500
13379,-117.61,34.14,14,15809,2485,7363,2410,245600
13380,-117.61,34.13,21,8416,1386,4308,1341,164600
13381,-117.61,34.12,17,6709,1198,3954,1161,156900
13382,-117.59,34.13,10,20263,3915,9716,3744,169600
13383,-117.58,34.11,14,11635,2055,6443,2009,157600
13384,-117.6,34.11,18,6025,1062,3360,1028,155700
13385,-117.56,34.12,4,6956,1271,3455,1228,178700
13386,-117.56,34.12,4,5351,1210,2988,1101,181300
13387,-117.61,34.1,9,18956,4095,10323,3832,132600
13388,-117.59,34.1,17,3646,1035,1987,895,139300
13389,-117.58,34.1,4,6360,1584,3359,1396,127800
13390,-117.58,34.09,27,754,200,746,185,100800
13391,-117.59,34.09,16,2401,465,1757,500,120400
13392,-117.57,34.07,4,2152,580,1083,441,118800
13393,-117.59,34.03,16,3443,562,2130,564,161400
13394,-117.59,34.02,14,1463,261,881,245,152500
13395,-117.58,34.02,4,5998,1092,3182,1042,174800
13396,-117.57,34.02,5,6933,1311,3845,1285,158900
13397,-117.53,34.06,18,5605,1303,4028,1145,116400
13398,-117.53,34.1,5,2185,488,1379,458,103000
13399,-117.42,34.13,4,11587,1796,5804,1705,141900
13400,-117.43,34.12,7,5954,1071,3567,1070,134100
13401,-117.45,34.13,16,5058,965,3388,878,119000
13402,-117.46,34.14,10,714,131,381,119,116100
13403,-117.47,34.12,6,10565,1767,5690,1555,141000
13404,-117.46,34.1,35,908,226,667,203,93500
13405,-117.46,34.1,7,1759,473,1064,328,108800
13406,-117.46,34.09,8,4711,963,3310,988,101600
13407,-117.48,34.09,32,3170,630,2612,580,99200
13408,-117.48,34.09,32,1650,328,1124,290,98600
13409,-117.48,34.1,30,2287,531,1796,503,90600
13410,-117.46,34.08,18,3830,750,2767,702,120700
13411,-117.46,34.07,19,3155,572,2482,642,113400
13412,-117.48,34.08,28,1922,382,1565,340,117400
13413,-117.48,34.08,17,1834,390,1253,357,106400
13414,-117.47,34.07,24,1017,227,568,187,112500
13415,-117.42,34.06,27,2532,495,1305,436,143100
13416,-117.46,34.06,24,2831,478,1582,435,195600
13417,-117.47,34.06,33,1379,273,884,229,125000
13418,-117.49,34.05,20,1483,249,660,194,207700
13419,-117.5,34.04,5,3958,665,2456,666,154700
13420,-117.5,34.04,4,3428,649,2158,632,143400
13421,-117.49,34.04,4,6034,1170,3527,1098,143700
13422,-117.46,34.04,3,12870,2315,5820,1759,147300
13423,-117.38,34.14,11,10804,1493,5221,1482,161400
13424,-117.4,34.15,4,12156,1864,5020,1524,149200
13425,-117.4,34.18,16,1769,254,1778,251,181800
13426,-117.38,34.2,16,193,45,312,76,137500
13427,-117.45,34.11,7,6356,1244,4052,1164,121700
13428,-117.45,34.1,9,4288,1017,3156,900,105800
13429,-117.45,34.1,6,5571,1316,4048,1154,91100
13430,-117.42,34.11,25,4261,893,2319,702,111900
13431,-117.42,34.1,18,3977,809,2231,742,115400
13432,-117.43,34.1,34,1345,265,834,290,99500
13433,-117.43,34.11,17,4109,884,2544,780,109800
13434,-117.43,34.1,43,1898,418,971,366,89900
13435,-117.44,34.1,43,1614,400,926,349,95100
13436,-117.44,34.09,24,3477,831,2541,753,97400
13437,-117.44,34.09,12,3598,828,2588,781,113800
13438,-117.44,34.08,15,5024,992,3208,981,116400
13439,-117.42,34.09,28,3193,525,1750,523,128300
13440,-117.42,34.08,28,2300,419,1312,444,127700
13441,-117.43,34.08,31,3207,560,1582,538,127400
13442,-117.43,34.09,18,3172,632,1621,573,120200
13443,-117.42,34.08,21,4460,930,2657,839,127500
13444,-117.43,34.08,13,4563,1187,2475,1019,121700
13445,-117.45,34.07,21,3465,639,2292,628,113500
13446,-117.43,34.07,18,2453,537,1503,500,95300
13447,-117.41,34.11,12,6758,1550,3204,1279,105500
13448,-117.41,34.1,5,4937,1139,2204,812,92000
13449,-117.4,34.08,21,3622,667,2503,720,105400
13450,-117.41,34.08,38,1541,290,861,299,95600
13451,-117.41,34.09,21,3300,587,1896,572,130600
13452,-117.41,34.1,29,1362,251,776,253,102000
13453,-117.41,34.11,29,3999,772,2602,760,105500
13454,-117.4,34.11,14,1933,347,1443,376,128100
13455,-117.39,34.11,5,2987,457,1821,485,138900
13456,-117.39,34.11,16,1140,181,627,206,132700
13457,-117.38,34.11,36,1497,264,894,275,96300
13458,-117.38,34.11,32,3179,662,1878,661,101200
13459,-117.39,34.1,12,7184,1516,4862,1235,103800
13460,-117.39,34.1,19,1000,211,572,230,112500
13461,-117.39,34.13,9,2228,398,1316,370,119800
13462,-117.38,34.13,13,2903,510,1844,510,112900
13463,-117.37,34.13,17,2681,470,1621,459,118500
13464,-117.38,34.13,23,1326,300,722,263,107800
13465,-117.37,34.13,12,1893,493,1054,389,140800
13466,-117.38,34.12,17,5959,1208,4115,1088,105200
13467,-117.39,34.12,7,5059,780,3253,801,140500
13468,-117.38,34.09,8,3955,815,2184,725,127600
13469,-117.36,34.09,32,3616,631,2131,593,95500
13470,-117.37,34.08,17,2029,404,1190,437,115000
13471,-117.38,34.08,11,5684,1139,3095,1036,112600
13472,-117.38,34.07,6,1156,191,910,234,122400
13473,-117.37,34.07,52,50,9,60,16,262500
13474,-117.36,34.08,4,8866,1832,4775,1554,125800
13475,-117.4,34.09,5,6190,993,3615,963,133200
13476,-117.39,34.09,10,5736,945,3528,932,130700
13477,-117.39,34.07,15,1966,331,1118,323,122700
13478,-117.39,34.07,26,1387,277,664,239,96800
13479,-117.4,34.07,28,2879,659,1661,554,88100
13480,-117.37,34.1,44,2087,447,1270,423,86100
13481,-117.37,34.1,10,3404,855,1656,675,91300
13482,-117.35,34.12,22,5640,889,3157,887,126500
13483,-117.36,34.11,35,2969,521,1555,503,107100
13484,-117.37,34.12,32,3190,568,1614,512,118200
13485,-117.37,34.13,18,5877,1043,3114,1002,133200
13486,-117.35,34.13,26,3920,570,1862,552,132000
13487,-117.36,34.1,29,2819,637,1683,608,87600
13488,-117.36,34.1,31,2587,531,1227,489,88600
13489,-117.36,34.1,33,1904,343,1366,338,92800
13490,-117.38,34.06,17,3139,569,1612,516,112300
13491,-117.4,34.06,17,5451,1008,3533,940,101600
13492,-117.4,34.04,17,1906,334,1550,338,81800
13493,-117.39,34.04,27,2919,549,1841,564,96400
13494,-117.35,34.04,14,2991,522,1729,537,146800
13495,-117.35,34.17,28,1905,372,1480,341,79200
13496,-117.34,34.16,31,1606,354,1049,335,72700
13497,-117.33,34.15,28,1473,333,1196,312,67800
13498,-117.32,34.14,32,1691,353,1457,329,66600
13499,-117.33,34.14,29,1646,391,1296,351,69700
13500,-117.34,34.14,37,1834,393,1198,348,81600
13501,-117.35,34.15,32,2699,552,2086,551,84500
13502,-117.35,34.16,36,1717,348,1054,279,73400
13503,-117.32,34.13,41,1837,409,1430,344,70400
13504,-117.32,34.12,37,2868,574,2055,563,70500
13505,-117.32,34.12,39,2210,498,1752,477,66400
13506,-117.33,34.12,33,933,219,838,211,69000
13507,-117.33,34.13,30,2335,363,1214,311,93200
13508,-117.33,34.13,18,3009,740,2317,659,72400
13509,-117.34,34.13,29,1494,286,991,280,70600
13510,-117.34,34.13,29,331,85,341,107,70300
13511,-117.32,34.11,38,1462,337,1208,324,68100
13512,-117.32,34.11,41,1229,302,994,270,67300
13513,-117.33,34.12,38,1703,385,1356,363,70400
13514,-117.34,34.12,26,1008,164,568,196,105600
13515,-117.34,34.11,29,2912,566,2188,518,90600
13516,-117.35,34.11,34,2104,388,1578,365,88400
13517,-117.34,34.1,14,11827,2445,6640,2299,103800
13518,-117.35,34.09,14,5983,1224,3255,1150,111500
13519,-117.35,34.2,5,9269,1605,4916,1519,133200
13520,-117.38,34.22,16,774,122,489,136,221300
13521,-117.41,34.24,20,1160,181,543,188,164300
13522,-117.41,34.23,17,889,131,439,141,155000
13523,-117.28,34.17,26,3106,603,1396,576,122200
13524,-117.28,34.17,26,3728,888,1765,727,86800
13525,-117.29,34.17,35,4174,847,2127,778,88300
13526,-117.3,34.18,28,2685,425,1304,420,111100
13527,-117.3,34.17,30,2483,573,1172,438,89700
13528,-117.31,34.17,25,2795,596,1650,569,87100
13529,-117.32,34.17,6,5661,1287,2943,1162,106500
13530,-117.3,34.18,19,2526,381,1176,381,137100
13531,-117.32,34.19,6,1068,182,999,188,109000
13532,-117.34,34.18,7,2914,481,1584,499,124900
13533,-117.33,34.17,5,4718,1140,2564,1056,119900
13534,-117.33,34.17,13,3616,665,2189,620,106300
13535,-117.32,34.16,9,711,139,316,152,131000
13536,-117.31,34.15,7,5747,1307,2578,1147,122200
13537,-117.3,34.15,33,1607,282,608,260,115000
13538,-117.3,34.15,38,740,163,332,138,88000
13539,-117.3,34.15,40,961,199,509,182,85500
13540,-117.3,34.14,39,1781,335,841,320,89000
13541,-117.31,34.14,44,1487,273,972,281,86100
13542,-117.31,34.14,38,2011,448,1190,403,89400
13543,-117.31,34.15,34,2037,385,1195,391,96000
13544,-117.3,34.15,45,942,166,401,174,90800
13545,-117.31,34.13,38,1287,284,1047,269,65500
13546,-117.3,34.12,34,1127,275,971,249,64800
13547,-117.31,34.12,37,1412,343,1127,351,70900
13548,-117.31,34.13,35,1622,393,1296,362,68500
13549,-117.31,34.13,36,1076,283,773,224,66400
13550,-117.3,34.11,42,525,111,444,120,67000
13551,-117.31,34.11,38,1208,321,1225,317,64000
13552,-117.31,34.11,52,851,190,731,190,64900
13553,-117.31,34.11,41,1105,257,816,197,64100
13554,-117.31,34.1,52,1457,415,1238,341,68100
13555,-117.3,34.1,44,589,130,504,137,63400
13556,-117.31,34.1,28,2899,755,2406,655,69500
13557,-117.32,34.1,27,2053,461,1737,463,78800
13558,-117.32,34.1,42,801,176,711,183,59700
13559,-117.3,34.09,40,1051,244,745,243,75200
13560,-117.31,34.09,34,1336,345,1009,311,73700
13561,-117.27,34.16,32,2894,427,1151,446,159700
13562,-117.28,34.15,36,1734,280,604,259,122200
13563,-117.28,34.15,38,1981,343,796,344,97400
13564,-117.29,34.15,42,1811,345,856,352,97000
13565,-117.29,34.16,38,2458,488,1135,453,99100
13566,-117.28,34.16,26,2469,532,1068,501,122100
13567,-117.28,34.16,35,2028,456,972,398,90700
13568,-117.28,34.15,32,2170,430,815,401,135000
13569,-117.28,34.14,40,2364,438,968,416,93300
13570,-117.29,34.14,52,1683,266,646,256,97300
13571,-117.29,34.15,49,1820,321,757,324,102600
13572,-117.28,34.14,40,2190,496,1214,493,81900
13573,-117.29,34.14,45,1598,314,771,319,82900
13574,-117.29,34.14,48,1717,307,610,267,97600
13575,-117.29,34.14,39,1989,401,805,341,90000
13576,-117.3,34.14,37,1454,261,761,248,88100
13577,-117.28,34.13,44,2469,568,1363,517,77100
13578,-117.28,34.13,29,2077,577,1418,524,76800
13579,-117.3,34.13,52,1859,395,968,333,79500
13580,-117.29,34.13,52,2424,528,1171,455,77900
13581,-117.28,34.12,36,2991,822,2378,751,70600
13582,-117.29,34.12,40,2198,612,1517,531,65800
13583,-117.29,34.13,44,2337,563,1238,467,75800
13584,-117.3,34.13,42,2115,557,1532,494,71500
13585,-117.3,34.12,43,1018,261,736,215,66900
13586,-117.28,34.12,47,2456,611,1653,512,66100
13587,-117.29,34.12,47,1648,432,1308,385,68200
13588,-117.29,34.12,45,1369,351,1046,274,72100
13589,-117.3,34.12,50,1629,437,1581,394,63500
13590,-117.29,34.11,48,1498,448,1586,455,70800
13591,-117.29,34.11,35,2014,677,1714,612,78800
13592,-117.29,34.11,35,2426,715,1920,586,68000
13593,-117.28,34.11,39,1573,418,1258,359,69500
13594,-117.29,34.1,19,1204,405,844,424,71300
13595,-117.29,34.09,24,1451,387,1178,330,68300
13596,-117.3,34.1,49,60,11,76,13,75000
13597,-117.28,34.09,44,376,,273,107,90800
13598,-117.3,34.07,34,567,143,387,138,73300
13599,-117.25,34.16,31,1516,238,596,255,159400
13600,-117.25,34.16,37,1709,278,744,274,116600
13601,-117.25,34.16,35,2707,481,1595,479,91500
13602,-117.25,34.15,30,1770,380,990,348,97600
13603,-117.26,34.15,33,2271,389,1100,380,88300
13604,-117.26,34.16,31,3538,658,1715,663,98000
13605,-117.26,34.17,30,1937,351,945,344,123700
13606,-117.27,34.17,16,30,3,49,8,250000
13607,-117.25,34.15,22,7935,1976,4523,1791,88800
13608,-117.25,34.14,19,5163,1229,2680,1141,114500
13609,-117.27,34.14,36,3795,676,1742,585,96400
13610,-117.27,34.14,35,1517,257,658,245,97600
13611,-117.27,34.15,35,1490,253,705,253,95300
13612,-117.25,34.13,33,2898,503,1374,487,90000
13613,-117.25,34.13,37,2498,472,1291,487,83400
13614,-117.26,34.13,37,2403,550,1234,493,72100
13615,-117.26,34.13,39,3521,747,2256,721,87500
13616,-117.27,34.12,31,2209,636,1314,562,78800
13617,-117.27,34.13,40,1298,254,793,268,83800
13618,-117.27,34.13,36,3337,687,2388,589,87800
13619,-117.25,34.13,35,861,148,381,138,88200
13620,-117.25,34.12,17,3107,752,2160,643,72600
13621,-117.25,34.11,32,2910,641,2011,614,70800
13622,-117.27,34.12,27,2896,684,1514,668,70200
13623,-117.27,34.12,52,954,246,943,256,87500
13624,-117.25,34.11,30,2173,560,1509,486,67700
13625,-117.26,34.11,33,1210,288,850,238,59300
13626,-117.27,34.11,44,567,134,565,150,62900
13627,-117.27,34.1,9,3904,1042,3688,896,78000
13628,-117.33,34.09,29,1960,415,1681,435,84500
13629,-117.33,34.08,35,2240,423,1394,396,86700
13630,-117.33,34.08,37,2267,405,1175,403,95200
13631,-117.33,34.07,32,2086,458,1355,412,89200
13632,-117.34,34.07,46,1851,425,1100,377,90500
13633,-117.34,34.08,35,1380,248,730,264,93700
13634,-117.34,34.08,33,4924,1007,3502,953,99400
13635,-117.32,34.09,38,1585,345,1347,368,75300
13636,-117.32,34.09,30,1129,251,1034,237,78600
13637,-117.32,34.08,41,1359,264,786,244,85500
13638,-117.32,34.08,46,1308,276,576,244,84000
13639,-117.32,34.07,52,1226,269,693,272,76900
13640,-117.32,34.06,52,802,160,564,131,63500
13641,-117.33,34.05,26,613,149,431,130,73100
13642,-117.33,34.06,42,530,123,390,124,67000
13643,-117.33,34.06,48,732,149,486,139,68200
13644,-117.33,34.06,36,755,157,625,152,65000
13645,-117.32,34.06,46,476,102,476,91,73100
13646,-117.31,34.08,43,1697,387,1181,352,74600
13647,-117.31,34.08,40,2011,495,1528,469,69900
13648,-117.31,34.07,40,2936,732,2024,676,70900
13649,-117.32,34.07,26,971,245,592,207,84000
13650,-117.31,34.08,37,953,231,611,230,81500
13651,-117.31,34.05,6,7423,2111,4092,1789,88300
13652,-117.33,34.04,18,1837,388,727,336,116700
13653,-117.33,34.03,14,1582,347,825,259,106300
13654,-117.31,34.04,29,2481,383,1188,385,134600
13655,-117.31,34.04,5,2785,577,1310,536,149500
13656,-117.3,34.05,6,2155,,1039,391,95800
13657,-117.3,34.05,7,4672,1121,2534,1046,115700
13658,-117.29,34.06,7,1971,403,1336,423,111500
13659,-117.28,34.06,2,1658,290,868,304,136700
13660,-117.32,34.02,17,1779,292,1006,293,123100
13661,-117.33,34.03,18,2342,402,1264,382,123700
13662,-117.32,34.03,13,3853,761,1685,669,122400
13663,-117.31,34.03,24,1966,299,786,302,134500
13664,-117.31,34.03,9,1199,187,629,207,151600
13665,-117.31,34.02,18,1634,274,899,285,129300
13666,-117.29,34.03,9,8185,1525,3630,1466,197700
13667,-117.27,34.09,36,848,186,737,169,79300
13668,-117.27,34.08,38,1093,256,856,212,73000
13669,-117.25,34.08,30,2981,605,1784,573,85800
13670,-117.25,34.07,21,3067,706,2140,687,78800
13671,-117.27,34.07,21,418,132,401,120,82100
13672,-117.24,34.04,17,3362,507,1520,496,214500
13673,-117.25,34.04,18,5761,1063,2763,1058,161100
13674,-117.27,34.05,34,1703,395,849,359,138200
13675,-117.27,34.06,20,5258,1514,3780,1404,85700
13676,-117.25,34.06,23,4503,1156,3264,937,93000
13677,-117.25,34.06,18,5009,1108,2948,963,106500
13678,-117.24,34.04,5,1775,234,726,222,223900
13679,-117.24,34.04,4,4289,682,1981,705,165100
13680,-117.24,34.06,9,3603,786,1782,718,93300
13681,-117.23,34.15,17,5036,817,2084,833,137200
13682,-117.23,34.14,16,2577,521,956,472,129400
13683,-117.24,34.14,6,2383,606,1301,488,107500
13684,-117.24,34.15,23,3847,608,1621,630,128400
13685,-117.24,34.15,26,2041,293,936,375,140200
13686,-117.21,34.14,16,1613,245,811,267,140700
13687,-117.22,34.15,9,2524,352,1139,362,159300
13688,-117.2,34.15,18,1859,251,747,256,173200
13689,-117.2,34.14,14,2647,524,989,479,160000
13690,-117.2,34.14,18,1920,333,890,323,144800
13691,-117.24,34.13,24,1203,310,594,187,87500
13692,-117.24,34.13,26,3774,716,1913,620,98900
13693,-117.23,34.12,6,4464,1093,2364,952,81600
13694,-117.23,34.13,10,1145,293,726,251,68700
13695,-117.22,34.13,10,5951,1330,3204,1159,110200
13696,-117.2,34.13,14,3998,711,1509,665,126700
13697,-117.22,34.12,34,2457,499,1538,507,82500
13698,-117.21,34.13,31,3037,565,1834,575,92900
13699,-117.2,34.12,24,3532,618,1681,590,113900
13700,-117.24,34.12,29,2654,667,1822,593,72300
13701,-117.24,34.11,23,1920,454,1161,358,73200
13702,-117.23,34.11,22,1162,221,995,244,81300
13703,-117.23,34.12,18,1439,319,699,310,73500
13704,-117.23,34.11,33,2170,500,1425,472,78300
13705,-117.22,34.12,30,2512,597,1390,523,77200
13706,-117.22,34.11,26,2972,,1972,532,80400
13707,-117.21,34.12,32,1677,354,1021,339,90900
13708,-117.21,34.11,27,1245,229,692,234,89400
13709,-117.21,34.11,26,1757,304,905,281,90900
13710,-117.19,34.1,5,2167,384,1174,358,97700
13711,-117.21,34.08,5,5749,1385,2382,1088,143100
13712,-117.22,34.07,8,3065,692,1440,666,129200
13713,-117.17,34.12,2,3867,573,1275,433,164400
13714,-117.12,34.1,40,96,14,46,14,162500
13715,-117.17,34.12,3,15695,2248,6080,1920,173900
13716,-117.18,34.08,28,2243,399,1464,379,90300
13717,-117.19,34.08,22,2467,555,1567,494,84700
13718,-117.19,34.08,5,4458,751,2392,773,126500
13719,-117.18,34.07,14,1258,245,752,264,97400
13720,-117.18,34.07,28,1306,279,885,255,75300
13721,-117.18,34.07,7,1347,301,799,276,112500
13722,-117.18,34.06,26,1953,446,1284,414,85100
13723,-117.18,34.06,28,699,180,432,168,81900
13724,-117.19,34.06,37,1467,348,1316,339,72800
13725,-117.19,34.07,40,2374,500,1772,455,72500
13726,-117.18,34.06,52,954,233,533,239,100000
13727,-117.19,34.06,21,6107,1559,2805,1444,102700
13728,-117.18,34.05,29,3436,731,1323,676,122300
13729,-117.17,34.05,29,4007,700,1576,696,149300
13730,-117.18,34.04,41,1766,288,753,278,140700
13731,-117.18,34.05,52,1820,342,601,315,137000
13732,-117.19,34.05,52,1949,432,767,392,117600
13733,-117.19,34.05,33,1688,313,808,298,117800
13734,-117.19,34.05,33,3007,498,1252,488,134600
13735,-117.2,34.04,24,1587,222,676,234,173400
13736,-117.2,34.04,23,1762,267,1132,279,153200
13737,-117.21,34.04,14,3063,426,1570,419,224700
13738,-117.21,34.05,4,2904,764,1250,664,137500
13739,-117.18,34.04,38,2492,381,1003,369,152800
13740,-117.19,34.03,36,2223,361,942,331,152400
13741,-117.19,34.03,25,2513,340,900,320,182400
13742,-117.19,34.03,20,856,124,395,145,381800
13743,-117.16,34.08,9,5306,993,2630,925,135800
13744,-117.17,34.07,24,6573,1235,2904,1202,108000
13745,-117.17,34.08,5,1473,228,842,257,138100
13746,-117.15,34.07,15,1852,316,906,298,129800
13747,-117.14,34.07,3,5542,828,2506,806,162000
13748,-117.14,34.06,15,3057,510,1154,460,141100
13749,-117.15,34.06,25,3670,644,1815,634,127400
13750,-117.14,34.05,5,2634,359,1173,372,204100
13751,-117.15,34.05,9,1442,219,633,230,162300
13752,-117.16,34.05,23,3215,462,1411,435,149900
13753,-117.17,34.05,24,2877,507,1141,474,121500
13754,-117.15,34.04,14,2845,420,1172,377,283100
13755,-117.16,34.06,33,2101,468,1997,412,117200
13756,-117.16,34.06,17,2285,554,1412,541,94300
13757,-117.14,34.01,26,7561,1051,2909,1012,269600
13758,-117.15,34.03,32,2832,393,1033,385,237200
13759,-117.15,34.03,26,5305,701,1818,676,217100
13760,-117.17,34.03,33,4583,648,1760,638,230600
13761,-117.09,34.01,37,106,18,27,12,131300
13762,-117.09,34.07,24,6260,1271,3132,1189,103000
13763,-117.12,34.06,38,281,55,151,52,120800
13764,-117.13,34.06,4,3078,510,1341,486,163200
13765,-117.13,34.07,34,2405,541,1342,514,86900
13766,-117.08,34.08,34,45,11,39,14,500001
13767,-117.12,34.04,25,2495,438,1071,405,146600
13768,-117.07,34.05,14,5764,1006,1876,841,173200
13769,-117.03,34.07,16,3784,577,1615,525,220300
13770,-117.02,34.03,19,4415,648,1627,619,191600
13771,-117.03,34.02,26,3909,670,1884,665,121000
13772,-117.01,34.01,15,5592,891,2419,840,135200
13773,-116.98,34.05,6,2290,312,957,274,316700
13774,-117.05,34.04,23,3967,766,1518,698,111800
13775,-117.1,34.03,24,4144,826,2127,772,96000
13776,-117.08,34.03,23,3862,699,2082,652,115700
13777,-117.08,34.02,20,3111,563,1453,538,122800
13778,-117.06,34.02,24,3912,809,1926,762,116300
13779,-117.05,34.02,21,3098,646,1351,614,106700
13780,-117.05,34.01,27,5484,1205,2645,1131,116700
13781,-117.04,34.02,24,4663,1213,1851,1116,103500
13782,-117.05,34.03,28,3009,698,1200,626,104600
13783,-117.06,34.03,27,1945,446,859,418,126200
13784,-117.03,34.03,26,3501,664,1860,681,113500
13785,-117.04,34.03,29,3375,795,1760,699,92000
13786,-117.04,34.04,30,3474,735,1674,691,98300
13787,-117.29,35.54,35,7922,1636,3431,1329,40400
13788,-117.37,34.59,39,8193,1747,6852,1597,35000
13789,-117.62,34.44,6,8884,1687,3767,1334,140200
13790,-117.56,34.42,6,4264,749,2005,666,138800
13791,-117.51,34.41,5,2884,567,1396,465,119600
13792,-117.44,34.45,6,6068,1137,3094,947,130900
13793,-117.54,34.47,4,6712,1200,3126,1026,126500
13794,-117.5,34.66,20,1319,309,486,196,84900
13795,-117.42,34.59,8,5445,1360,3220,1214,69500
13796,-117.41,34.58,14,859,212,541,181,57900
13797,-117.4,34.58,18,755,169,483,165,64700
13798,-117.41,34.58,10,2964,668,1853,609,73400
